,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
134289,qv1GkpAHu6FszLnWt-kojQ,"""MacTaggarts Market""",Capitol,"""230 W Lakelawn Pl""",Madison,WI,53703,43.076974,-89.3943453,4.0,8,1,Grocery;Delis;Food;Restaurants
134351,xzGUXMDKa2xw_TJ2n4WrNw,"""Lazy Oaf Lounge""",Westchester Gardens,"""1617 N Stoughton Rd""",Madison,WI,53704,43.1199523754,-89.3243771568,3.0,43,1,Sports Bars;American (Traditional);Nightlife;Bars;Restaurants
134707,cugTYtxVL2Q6Kkd8w4xMNw,"""Uno Pizzeria & Grill""",,"""7601 Mineral Point Rd.""",Madison,WI,53717,43.0601823,-89.51387530000001,3.0,29,0,Pizza;Gluten-Free;American (Traditional);Restaurants
134827,4qiD9hcUiY4AfCBBqpMYeQ,"""Taqueria El Jalapeño""",Summit Woods,"""1318 S Midvale Blvd""",Madison,WI,53711,43.038073,-89.45201999999999,4.0,77,1,Restaurants;Mexican
135056,zjwdU1OdlbKTGjm-IfD4TQ,"""Essen Haus""",Capitol,"""514 E Wilson St""",Madison,WI,53703,43.0762215,-89.3765301,3.5,184,1,Arts & Entertainment;German;Bars;Nightlife;Music Venues;Restaurants
135367,cf0LXwdYZ_9y0BVK-un9ow,"""Francisco's Mexican Cantina""",Capitol,"""121 E Main St""",Madison,WI,53703,43.075100461999995,-89.38106947819999,3.5,79,1,Mexican;Restaurants
135375,OGg60MuC7fTlPaepWqB4bg,"""Wings Over Madison""",Regent,"""2739 University Ave""",Madison,WI,53705,43.0737170375,-89.4354120167,3.5,79,1,American (Traditional);Restaurants;Barbeque;Chicken Wings
135442,2-su3xdxOvyF0_2GZN4FLw,"""Short Stack Eatery""",Capitol,"""301 W Johnson St""",Madison,WI,53703,43.0745169946,-89.3899215013,4.0,320,1,Breakfast & Brunch;Restaurants
135485,QH2wRpTM0rtEJWgiPWhzqw,"""Fyfe's Corner Bistro""",Tenney - Lapham,"""1344 E Washington Ave""",Madison,WI,53703,43.08814,-89.3652468,4.0,3,0,Steakhouses;Restaurants
135494,k9RUMKASTB6QZ-NkfnN8Fg,"""Eno Vino Wine Bar & Bistro""",Capitol,"""1 N Webster St, Fl 10""",Madison,WI,53703,43.076451736,-89.38231442120001,4.0,76,1,Cocktail Bars;Bars;Seafood;Nightlife;Wine Bars;Restaurants
135495,gv47gtyCkw_8OyexHrqdDA,"""Rare Steakhouse""",Capitol,"""14 W Mifflin St""",Madison,WI,53703,43.0752003,-89.3858351,4.0,173,1,Steakhouses;Restaurants
135589,S3-JpB5dBhMXmauMqeoN-g,"""Taqueria Guadalajara""",Bay Creek,"""1033 S Park St""",Madison,WI,53715,43.055569,-89.3974165,4.0,330,1,Restaurants;Mexican
135630,VozM1JCr5ymSambcvx0TAg,"""Lulu's Deli and Restaurant""",Regent,"""2524 University Ave""",Madison,WI,53774,43.072576,-89.42971999999999,4.0,7,0,Mediterranean;Restaurants;Vegetarian;Middle Eastern;Greek;Moroccan
135661,gtHH0BgHFSXc-Z1seIWJ1g,"""Dairy Queen""",Oakbridge Community,"""7860 Mineral Point Rd""",Madison,WI,53717,43.061257299999994,-89.5190801,3.5,6,1,Food;Ice Cream & Frozen Yogurt;Fast Food;Restaurants
135738,z_2Kc8bPWv0cGEO_jZzxWw,"""Sarku Japan""",,"""111 W Towne Mall""",Madison,WI,53719,43.05822379999999,-89.5047483,4.0,15,1,Japanese;Restaurants
135816,O-GefJqucTHDIYJSxVhEyA,"""Gotham Bagels""",Greenbush,"""702 S Park St""",Madison,WI,53715,43.059841600000006,-89.4008555,4.0,10,0,Restaurants;Sandwiches;Bagels;Food
136103,ceuvH6NpDhpT1p4q1w93pA,"""Orient House""",Greenbush,"""626 S Park St""",Madison,WI,53715,43.060334000000005,-89.40119399999999,3.5,111,1,Restaurants;Chinese
136131,RDQ_812x82H72J7C6jG36Q,"""La Taguara""",Hawthorne,"""3502 E Washington Ave""",Madison,WI,53704,43.114679200000005,-89.3285605,4.5,248,1,Colombian;Venezuelan;Caribbean;Restaurants;Latin American
136142,KfaeDC-oPE6GTfBvdF9x7Q,"""Colectivo Coffee""",Capitol,"""25 S Pinckney St""",Madison,WI,53703,43.0748451949,-89.38183472290001,4.0,140,1,Restaurants;Coffee & Tea;Breakfast & Brunch;Cafes;Food;Bakeries
136166,NYxVVeeI-zz2qjPKk6FCwg,"""Cracker Barrel Old Country Store""",,"""2147 E Springs Dr""",Madison,WI,53704,43.129596500000005,-89.29342829999999,3.0,45,1,Breakfast & Brunch;Restaurants;Southern;American (Traditional)
136661,FQMGUdB4R-nCgQ9luiyinQ,"""Angkor Wat""",Greenbush,"""602 S Park St""",Madison,WI,53715,43.060775,-89.40113000000001,3.0,13,0,Thai;Cambodian;Restaurants;Vegetarian;Asian Fusion
136697,zEGAtxktaC-r5IvvZVgjoA,"""The Bar""",Capitol,"""1 W Dayton St""",Madison,WI,53703,43.075612899999996,-89.3865836,4.5,5,1,Event Planning & Services;Bars;Hotels & Travel;Restaurants;Nightlife;Lounges;American (Traditional);Hotels;Venues & Event Spaces
136883,Lvg2y48cv7xFUJBqoUXmvw,"""Happy Grill Mexican Restaurant""",Eken Park,"""2810 E Washington Ave, Ste A""",Madison,WI,53704,43.102869,-89.3457212,3.0,17,0,Restaurants;Mexican
136996,uqnFLc-1MxWw5f4SIyEf4Q,"""Surco Peruvian Cuisine""",Lake Edge,"""515 Cottage Grove Rd""",Madison,WI,53716,43.08356,-89.317665,4.0,27,0,Peruvian;Restaurants
137106,fH-udnxBjJ0ldqMeaMAoSw,"""The Wise""",Vilas,"""1501 Monroe St""",Madison,WI,53711,43.067586999999996,-89.41251,3.0,36,1,Brasseries;Tapas/Small Plates;Spanish;Breakfast & Brunch;Gastropubs;Restaurants
137217,-9yG5SmYxH8BLg4bML8VQg,"""A-OK Coffee""",Williamson - Marquette,"""829 E Washington Ave""",Madison,WI,53703,43.0813116042,-89.3744033214,4.0,39,0,Restaurants;Coffee & Tea;Diners;Breakfast & Brunch;Food
137571,NsDydu5clpNkiTahn3wQ2g,"""Joey's Seafood & Grill""",,"""6602 Mineral Point Rd""",Madison,WI,53705,43.061398,-89.495884,3.5,43,0,Food;Restaurants;Beer;Wine & Spirits;Seafood
137596,R6QCy5sVlySKgqvHb-HhTg,"""Jacs Dining and Tap House""",Dudgeon-Monroe,"""2611 Monroe St""",Madison,WI,53711,43.0574842,-89.42806170000001,4.0,197,1,American (New);Restaurants;Gluten-Free;Modern European
137695,wvCU61bSTtO8Cj7dhyrfMw,"""Freshii""",,"""422 Gammon Pl""",Madison,WI,53719,43.059548873100006,-89.502216687,3.5,92,1,Juice Bars & Smoothies;Restaurants;Food;Salad;Vegetarian
137699,p43Do6Lc9zdUMBFIVT3c0Q,"""Harvest Grains""",South Campus,"""1308 W Dayton St""",Madison,WI,53715,43.071765299999996,-89.4081342,3.0,5,1,Restaurants;Sandwiches;Delis
137823,t1w-AqAHPL-apnKtoboodQ,"""The Froth House""",Regent,"""11 N Allen St""",Madison,WI,53726,43.06826160000001,-89.4235595,4.0,25,0,Food;Nightlife;Restaurants;Sandwiches;Music Venues;Juice Bars & Smoothies;Arts & Entertainment;Coffee & Tea
138238,LYpujMCxfrHcSO_NA1BRQg,"""Sunroom Cafe""",Capitol,"""638 State St""",Madison,WI,53703,43.075159,-89.396178,3.5,157,1,Cafes;Food;Restaurants;Breakfast & Brunch;Sandwiches;Coffee & Tea;Salad
138365,8gVq0xCXVeAAS3-nsifAgQ,"""Chin's Asia Fresh""",Capitol,"""422 State St""",Madison,WI,53703,43.075006,-89.3921359,2.5,16,0,Restaurants;Chinese
138465,hM48axj9twnf7A6a5f8cjA,"""Sumo Steakhouse & Sushi Bar""",Mayfair Park,"""1745 Parkside Dr""",Madison,WI,53704,43.122750700000005,-89.3147799,4.0,16,1,Sushi Bars;Japanese;Restaurants;Steakhouses
138834,PbeDPF59J-bjBsUxLUGZhQ,"""Noosh""",Burr Oaks,"""1920 S Park St""",Madison,WI,53713,43.044309600000005,-89.39448780000001,5.0,5,0,Soul Food;Mediterranean;Restaurants;Middle Eastern
138902,Dcj69NZJnbJhK-YHP_nULA,"""Brasserie V""",Vilas,"""1923 Monroe St""",Madison,WI,53711,43.0640503,-89.41801679999999,4.0,291,1,Brasseries;Belgian;French;Restaurants;Sandwiches
139938,RIT-Y8d0qEZ3ORv0Ts5JDw,"""Firehouse Subs""",,"""1403 Emil St""",Madison,WI,53713,43.0362689132,-89.4070726757,4.0,21,1,Fast Food;Delis;Sandwiches;Restaurants
139977,2NnoviDIh_GjWZI3srr99A,"""Mabuhay Philippine Cuisine""",Bay Creek,"""1272 S Park St""",Madison,WI,53715,43.0531664,-89.3958811,3.5,36,0,Asian Fusion;Restaurants;American (Traditional);Filipino;Barbeque
140065,XggUqVcri5eth2_ZqILqqA,"""Little Caesar's Pizza""",,"""700 S Gammon Rd""",Madison,WI,53719,43.0497827,-89.504127,3.5,7,1,Pizza;Restaurants
140066,VS6cBZIOm1-8GjS2aGG-iQ,"""U-Like Asian Buffet""",,"""518 Grand Canyon Dr""",Madison,WI,53719,43.055135,-89.497286,2.5,11,0,Buffets;Sushi Bars;Asian Fusion;Restaurants
140134,YK6XFE1SbLZGGXIKZmrQ-Q,"""Campus Biryani & Gyros""",Vilas,"""1437 Regent St""",Madison,WI,53711,43.0675794,-89.4106017,1.5,43,1,Restaurants;Buffets;Indian
140181,c_-0jkr-MkK2EdlbJaXgyw,"""Willy Street Co-op""",Sherman,"""2817 N Sherman Ave""",Madison,WI,53704,43.1276538223,-89.36349704860001,4.5,10,1,Specialty Food;Event Planning & Services;Restaurants;Caterers;Organic Stores;Delis;Food;Grocery
140657,_euNvs0P14284FXN1vZ_Pw,"""Crema Cafe""",Lake Edge,"""4124 Monona Dr""",Madison,WI,53716,43.0785876,-89.32400909999998,4.0,168,1,Cafes;Food;Coffee & Tea;Sandwiches;Vegan;Breakfast & Brunch;Restaurants
140874,sXYkjcuGhtaYP8yeQPaHgA,"""Heritage Tavern""",Capitol,"""131 E Mifflin St""",Madison,WI,53703,43.0768340202,-89.3832337316,4.5,313,1,Gastropubs;Restaurants;American (New)
140876,BwWbwhIWfc9A0fPShp-WmA,"""Oliver's Public House""",Regent,"""2540 University Ave""",Madison,WI,53705,43.0725542026,-89.4300975757,4.0,168,1,Breakfast & Brunch;Restaurants;American (Traditional);American (New)
140880,KK5Hvy2JNjXpdO_zHA_LCA,"""Prime Quarter Steak House""",Hawthorne,"""3520 E Washington Ave""",Madison,WI,53704,43.115195899999996,-89.32817320000001,4.0,33,0,Nightlife;Restaurants;Steakhouses
141762,YLwXQbMN-4NvUs_U8brP-w,"""Sushi Box""",Regent,"""2433 University Ave""",Madison,WI,53726,43.0718934,-89.4284267,4.0,69,0,Asian Fusion;Sushi Bars;Restaurants;Japanese
141837,vL2XhH5KWVY9ZV6SCjmwCQ,"""Panera Bread""",Junction Ridge,"""601 Junction Rd""",Madison,WI,53717,43.0731892532,-89.5248886945,3.0,27,1,Restaurants;Food;Soup;Bagels;Salad;Sandwiches;Breakfast & Brunch
141921,m305DapBPrW4zwF20KbFoA,"""Tutto Pasta Cucina Italiana""",Capitol,"""107 King St""",Madison,WI,53703,43.074433,-89.381146,2.5,28,0,Italian;Restaurants
142372,r5qUfdiSL2_hHfdqXBJAMA,"""Imperial Garden Chinese Restaurant""",Norman Acres,"""4214 E Washington Ave""",Madison,WI,53704,43.126461799999994,-89.31159050000001,3.5,29,0,Restaurants;Chinese
142400,DpWCY7KPhaL_7jonOTSJyA,"""Lucky's Bar & Grille""",Vilas,"""1421 Regent St""",Madison,WI,53711,43.06767670000001,-89.4101225,3.0,18,0,American (Traditional);Bars;Sports Bars;Pubs;Nightlife;Restaurants
142440,hEUAUdG4fBdYWvPeEASnng,"""Viet Bistro""",Capitol,"""656 W Washington Ave""",Madison,WI,53715,43.0676216138,-89.39544121649999,2.5,23,0,Restaurants;Cantonese;Chinese;Dim Sum;Vietnamese
142647,CcuKo38SwW54TDlMWAMi7A,"""Taj Indian Restaurant""",Bay Creek,"""1256 S Park St""",Madison,WI,53715,43.0530331,-89.3963895,3.5,59,1,Indian;Restaurants;Vegetarian;Pakistani
142854,TBh4lRgZayACZKK02suaSQ,"""Martin O'Grady Irish Pub & Grill""",,"""7436 Mineral Point Rd""",Madison,WI,53717,43.0612817,-89.51173299999999,2.5,40,1,American (Traditional);Bars;Irish;Irish Pub;Pubs;Sports Bars;Nightlife;Restaurants
142913,4DtGWbPfvfIL7czgBLPcXw,"""Toppers Pizza""",Oakbridge Community,"""7850 Mineral Point Rd""",Madison,WI,53717,43.0609838524,-89.5187764987,2.5,15,1,Pizza;Food;Chicken Wings;Desserts;Restaurants
142978,wsmVIHJEi9J_38dXx2qLKA,"""Bunky's Cafe""",Schenk - Atwood,"""2425 Atwood Ave""",Madison,WI,53704,43.0936656,-89.34612270000001,4.0,124,0,Italian;Restaurants;Moroccan;Mediterranean
143003,qnuBmj3lL_S_QQOmTI9cfw,"""Orpheum Lobby Restaurant""",Capitol,"""216 State St""",Madison,WI,53703,43.0748942,-89.3886553,4.0,20,0,Bars;Nightlife;Arts & Entertainment;Cinema;Restaurants;American (New)
143147,lk9FXwKCOxIvXAWF8zr_Zg,"""Cafe Soleil""",Capitol,"""25 N Pinckney St""",Madison,WI,53703,43.076314,-89.3837429,4.5,25,0,Restaurants
143333,STX8NfaW_xP6YZq-wERHYg,"""Chez Nanou""",Willy St,"""805 Williamson St""",Madison,WI,53703,43.07825820000001,-89.37110240000001,4.0,48,0,Restaurants;French
143401,V46DbgV5cTnYAwpBS70owQ,"""Michael's Frozen Custard""",Eastmorland,"""3826 Atwood Ave""",Madison,WI,53714,43.0851381,-89.3252648,3.0,49,1,Restaurants;Ice Cream & Frozen Yogurt;Burgers;Food
143683,EFOQdRak3K15hIuN2Q3Cpg,"""wiener shop""",Capitol,"""447 W Gilman St""",Madison,WI,53703,43.0736723016,-89.3948453665,4.0,24,0,Restaurants;Hot Dogs;Vegan;American (New)
143715,Ie00N1yErrmaOa44x5K8kA,"""Itzza Pizza""",,"""2825 University Ave""",Madison,WI,53705,43.0741404,-89.43742569999999,3.5,44,1,Restaurants;Pizza;Sandwiches;Italian
143834,jzr6jW5cQ0jpPhEo4kGMBw,"""LongHorn Steakhouse""",,"""418 S Gammon Rd""",Madison,WI,53719,43.0594110063,-89.5035026245,3.5,60,1,Steakhouses;Restaurants;Barbeque;American (Traditional)
144266,2hGAmn6CJKT-Q1deaEBtGw,"""Pasqual's""",Vilas,"""1851 Monroe St""",Madison,WI,53711,43.064708,-89.416916,3.0,64,0,Restaurants;Mexican;Tex-Mex
144511,9w_saPQbfOaqrKe5lJQ74A,"""People's Bakery""",Eken Park,"""2810 E Washington Ave""",Madison,WI,53704,43.102980200000005,-89.3456932,4.0,71,1,Specialty Food;Lebanese;Restaurants;Ethnic Food;Bakeries;Middle Eastern;Food;Mediterranean;Donuts
144571,V1JEkeAem05hps5ZCmMIgw,"""The Rigby Pub And Grill""",Capitol,"""119 E Main St""",Madison,WI,53703,43.07499310000001,-89.3811037,3.5,60,1,Music Venues;Caterers;Restaurants;Bars;Arts & Entertainment;Event Planning & Services;Venues & Event Spaces;Nightlife;Pubs;Italian;American (New);Party & Event Planning
144736,lMeWUHAkBUXwcuX1tGTdtw,"""Eagle Crest Bar""",Ridgewood,"""3710 County Rd T""",Madison,WI,53704,43.1070277512,-89.2873446108,3.5,16,1,Dive Bars;Nightlife;Restaurants;Burgers;Bars
144811,rLJsrXyY61bouCfH58PKIA,"""Asian House""",Eastmorland,"""1 Dempsey Rd, Ste 3""",Madison,WI,53714,43.0979594,-89.3171657,3.0,26,1,Chinese;Restaurants
144979,0SECDod-_lEXcWezbwUxzw,"""Jamerica Food Cart""",Capitol,"""Library Mall""",Madison,WI,53715,43.074937299300004,-89.3986875233,4.0,3,1,Caribbean;Restaurants;Southern;Food;Food Stands;Street Vendors
145109,mCtkHCPp7OFZtqO4Fzlp1A,"""Badger Bowl""",Moorland - Rimrock,"""506 E Badger Rd""",Madison,WI,53713,43.038813,-89.37714,2.5,18,0,Active Life;Nightlife;Bowling;American (Traditional);Venues & Event Spaces;Arts & Entertainment;Music Venues;Caterers;Restaurants;Event Planning & Services
145485,hLnWXojm7NpyXeqlhIL-lw,"""Cosi""",Capitol,"""152 W Johnson St""",Madison,WI,53703,43.0750641,-89.38996490000001,2.0,6,0,Restaurants;Sandwiches
145604,Y9Lsu_1dVNarV2wt1t5Cgw,"""Growlers Bar & Grille""",Norman Acres,"""4402 E Washington Ave""",Madison,WI,53704,43.1278381,-89.3099026,1.5,5,1,Bars;Restaurants;Nightlife;American (Traditional)
145882,FPunXW5NBaTKgx5uBrdD5g,"""King and Mane""",Capitol,"""102 King St""",Madison,WI,53703,43.074730100000004,-89.3815378,2.5,12,0,American (Traditional);Restaurants;Tapas/Small Plates
145883,dfHA5n6e3f58nMCNHt589Q,"""Vientiane Palace Restaurant""",Capitol,"""151 W Gorham St""",Madison,WI,53703,43.0754787,-89.3904163,3.5,93,1,Restaurants;Vegan;Vietnamese;Asian Fusion;Vegetarian;Thai
145920,xkF-0GL_TKkU51xWpItBTQ,"""Connections""",Mayfair Park,"""3737 East Washington Ave""",Madison,WI,53704,43.117782500000004,-89.3220736,3.0,10,1,Restaurants;Bars;Fish & Chips;American (Traditional);Nightlife;Pubs
146173,0vyh1UE4HH8ayZtXNxIfeQ,"""Red Shed Tavern""",Capitol,"""406 N Frances St""",Madison,WI,53703,43.073569899999995,-89.396101,3.0,36,1,Dive Bars;Restaurants;American (Traditional);Nightlife;Bars
146174,rLwxan_oYkL-m8ldqsHuiA,"""Panera Bread""",,"""2627 E Springs Dr""",Madison,WI,53704,43.131264,-89.301283,2.5,48,1,Bagels;Food;Restaurants;Sandwiches;Breakfast & Brunch;Soup;Salad
146470,AcW_Km7jkGBr4rJdIrIP4w,"""El Pastor""",Burr Oaks,"""2010 S Park St""",Madison,WI,53713,43.0440409,-89.39446009999999,4.0,84,1,Mexican;Restaurants
146710,kjs2IutpZINFnTWx4r6j0Q,"""El Bolillo Bakery""",Lake Edge,"""4544 Monona Dr""",Madison,WI,53716,43.07051,-89.3254733,4.0,20,0,Restaurants;Food;Mexican;Bakeries
146736,kGmntPru09mK3w8uD8oI8g,"""North of the Bayou""",,"""802 Atlas Ave""",Madison,WI,53714,43.085263832799995,-89.3095293269,3.5,21,1,Bars;Nightlife;Cajun/Creole;Restaurants
146770,Q5cwBuHfkt3NjnDrxA-h8w,"""Sala Thai Restaurant""",Starkweather - Yahar,"""36 S Fair Oaks Ave""",Madison,WI,53714,43.098782899999996,-89.3338313,4.0,94,1,Thai;Restaurants
146960,dC2yhxxVUSmjW1Db7IaKWQ,"""Dairyland Family Restaurant""",Eastmorland,"""716 Cottage Grove Rd""",Madison,WI,53716,43.084321,-89.31379,3.0,20,1,Restaurants;American (New)
146978,CUGPOzeBRz84cdIOGSXcLw,"""The Brass Ring""",Williamson - Marquette,"""701 E Washington Ave""",Madison,WI,53703,43.0798171,-89.3762962,3.5,54,1,Restaurants;Nightlife;American (Traditional);Pool Halls;Bars
147094,bObysWCWZqc_rqSC0U83Yg,"""Falbo Bros. Pizzeria""",Sherman,"""1207 N Sherman Ave""",Madison,WI,53703,43.112728330900005,-89.3620204926,2.5,13,1,Pizza;Restaurants;Italian
147258,aYoeWXcFXu2BsWuYIMd6Ow,"""Subway""",Capitol,"""19 W Main St""",Madison,WI,53703,43.073141,-89.383392,1.5,5,1,Sandwiches;Fast Food;Restaurants
147259,szUlmJA4MfIhi7xbtsQPYQ,"""Madhatters""",Capitol,"""322 W Gorham St""",Madison,WI,53703,43.0745028,-89.3926204,2.5,7,1,Restaurants;Nightlife;Bars
147549,yxj0P4O-ydn2KTzOut86QA,"""Chili's""",,"""7301 Mineral Point Rd""",Madison,WI,53717,43.058639899999996,-89.508535,2.5,30,1,Restaurants;Nightlife;American (Traditional);Tex-Mex;Bars;American (New)
147632,4scx_rtI9RZfFHWUxqPuHw,"""Mirch Masala""",Capitol,"""14 W Mifflin St""",Madison,WI,53703,43.0752086104,-89.385843873,3.5,14,0,Restaurants;Indian;Buffets
147707,Pt4rt1u_5KuS_NSMqerG_Q,"""Pizza Pit Extreme""",,"""6628 Odana Rd""",Madison,WI,53719,43.0558078,-89.4938472,3.5,25,1,Restaurants;Caterers;Event Planning & Services;Chicken Wings;Pizza;Italian;Sandwiches;Salad
147908,i7MSJP4JH9yoNpbUsaV9_w,"""Gumby's Pizza & Wings Delivery Hotline""",Capitol,"""449 State St Ste I""",Madison,WI,53703,43.074791999999995,-89.393135,3.0,3,0,Chicken Wings;Italian;Restaurants;Pizza
147992,k4AzyNM7a9gtg7-Ig4ZsWg,"""Umami Buns""",Capitol,"""716-798 State St""",Madison,WI,53706,43.0755641,-89.3974633,4.0,22,1,Japanese;Food Trucks;Asian Fusion;Restaurants;Food
148182,I6e7bj_b8p6lyzu9fNty2Q,"""Dimitri's Gyros""",Hawthorne,"""3502 E Washington Ave""",Madison,WI,53704,43.1147614,-89.32873199999999,3.5,3,0,Greek;Restaurants
148210,0Rhr6lMMv6SyBgENN6h9Bg,"""Cottage Cafe""",,"""915 Atlas Ave""",Madison,WI,53714,43.085254600000006,-89.306513,4.5,64,1,Cafes;Restaurants;Breakfast & Brunch
148346,M-caugKzJ9qLOmCBfD9Nyg,"""La Brioche True Food""",,"""2862 University Ave""",Madison,WI,53705,43.075353530600005,-89.43834605209999,3.5,168,1,Pizza;American (New);Breakfast & Brunch;Restaurants
148365,EGgsujG0ycRAnMqMYvylUg,"""Electric Earth Cafe""",Capitol,"""546 W Washington Ave""",Madison,WI,53703,43.0690688,-89.39217990000002,3.5,31,0,Restaurants;Fast Food;Coffee & Tea;Food
148468,-rg5vXpJgqB23FOQJuqMeg,"""Ironworks Cafe""",Schenk - Atwood,"""149 Waubesa St""",Madison,WI,53704,43.0970189,-89.3436886,3.5,20,1,Cafes;American (New);Vegetarian;Food;Sandwiches;Breakfast & Brunch;Coffee & Tea;Restaurants
148498,cJLx99fsYPM0SlNfWLb4Ug,"""Taste of India""",Dudgeon-Monroe,"""2623 Monroe St""",Madison,WI,53711,43.057220799999996,-89.428248,4.0,54,1,Restaurants;Indian;Pakistani
148749,RRiKkw7WN4ZcpR8iQvFcOQ,"""Einstein Brothers Bagels""",Allied Dunn's Marsh,"""4515 Verona Rd""",Madison,WI,53711,43.0352824,-89.4536017,3.5,7,0,Bagels;Food;Restaurants;Breakfast & Brunch
149143,ffUCy7Gd8Gr28oK5mHOjsw,"""Asia Express""",Wexford,"""721 N High Point Rd""",Madison,WI,53717,43.0755809,-89.51857700000001,3.5,10,0,Restaurants;Chinese
149300,8XeWfMGuNsrYkXRwQJjhCQ,"""Jimmy John's""",,"""1791 Thierer Rd""",Madison,WI,53704,43.12436829999999,-89.31261540000001,2.5,12,1,Food Delivery Services;Fast Food;Food;Delis;Restaurants;Sandwiches
149536,brIaz5gTzBX6fgJNQZbUCA,"""Roast Public House""",Capitol,"""558 State St""",Madison,WI,53703,43.074915831999995,-89.3947126815,3.5,153,1,Nightlife;Salad;Bars;Sandwiches;Pubs;Restaurants
149656,f-Nk4rNCmJhYom1_6RdWqg,"""Frida""",Capitol,"""117 State St""",Madison,WI,53703,43.07473770000001,-89.3874429,2.0,50,0,Mexican;Restaurants
149730,Iz8Mi3qXqRW2JMaLJTTlLQ,"""Relish Deli & Market""",Vilas,"""1923 Monroe St""",Madison,WI,53711,43.0640352,-89.4180834,4.5,3,0,Cheese Shops;Food;Delis;Restaurants;Specialty Food
149788,yLH9mFFwOlzFB_fYKpSyLw,"""The Paradise Lounge""",Capitol,"""119 W Main St""",Madison,WI,53703,43.07282563770001,-89.38454769549999,4.0,63,1,Nightlife;Restaurants;Bars;American (New);Dive Bars
149789,h_UvnQfe1cuVICly_kIqHg,"""Johnny Delmonico's Steakhouse""",Capitol,"""130 S Pinckney St""",Madison,WI,53703,43.07398444020001,-89.3813650869,3.5,107,1,Restaurants;Seafood;Steakhouses
150273,61wUpoim2yzSMPKxg58ReQ,"""Rosie's Coffee Bar & Bakery""",Lake Edge,"""4604 Monona Dr""",Madison,WI,53716,43.0698529,-89.3254346,4.0,85,1,Breakfast & Brunch;Food;Coffee & Tea;Restaurants;Bakeries
150375,9spk8K9pg5HdDNMNxAlGwg,"""8 Seasons Grille""",Capitol,"""45 S Bassett St""",Madison,WI,53703,43.0695351,-89.3896261,3.5,44,0,Restaurants;Steakhouses;American (New);American (Traditional)
150392,SxC7gGLEZ8B3ooj1Qtjz5w,"""Rocky Rococo Pan Style Pizza - Party Pizzeria West""",Oakbridge Community,"""7952 Tree Ln""",Madison,WI,53717,43.06154954189999,-89.52058408479999,2.5,22,1,Italian;Pizza;Restaurants
150605,e-finkL51hroOJ0GZ8jcXA,"""China One West""",,"""518 Grand Canyon Dr""",Madison,WI,53719,43.055135,-89.497286,2.5,11,0,Restaurants;Chinese
150923,ud_eRNQafA2cW2ZFqfTeww,"""Cafe Samba""",Capitol,"""240 W Gilman St""",Madison,WI,53774,43.07546,-89.393063,3.0,16,0,Brazilian;Restaurants
150967,wjGIbeYiciz3ynYIEWCRHQ,"""Bruegger's Bagels""",Faircrest,"""6150 Mineral Point Rd""",Madison,WI,53705,43.061218,-89.486019,3.0,23,1,Food;Sandwiches;Breakfast & Brunch;Bagels;Restaurants
151165,t5fosfj3K4SXi20u5tSOIw,"""LJ's Sports Tavern & Grill""",Tenney - Lapham,"""8 N Paterson St""",Madison,WI,53703,43.082411684499995,-89.3737928014,3.0,16,1,Nightlife;Restaurants;American (Traditional);Bars;Sports Bars
151283,fNhp7o7RhmKhdBFTsJyyxw,"""Lucky's 1313 Brew Pub""",Greenbush,"""1313 Regent St""",Madison,WI,53715,43.0676042758,-89.4081924837,3.0,24,1,Pubs;Nightlife;American (Traditional);Restaurants;Bars
151398,_Ejjcg6V2sHb_W8CyIUtXg,"""Silver Mine Subs""",Capitol,"""311 N Frances St""",Madison,WI,53703,43.072629799999994,-89.39545809999998,2.5,6,0,Sandwiches;Restaurants;Delis;American (New)
151792,Wcw-xq_c89e4AaRsUtkaLw,"""Eldorado Grill""",Williamson - Marquette,"""744 Williamson St""",Madison,WI,53703,43.078109999999995,-89.372173,4.0,269,1,Breakfast & Brunch;Restaurants;Mexican;Tex-Mex
152336,lPsT-Rmmf6333z6h6ANHrw,"""Lotsa Stone Fired Pizza""",Capitol,"""506 State St""",Madison,WI,53703,43.07512070000001,-89.3935434,3.0,33,1,Food;Gluten-Free;Fast Food;Juice Bars & Smoothies;Pizza;Restaurants;Salad
152392,HewGH1vYiZpkCoXeGOsA9g,"""Fork & Spoon Cafe at RP's Pasta Co.""",Williamson - Marquette,"""1133 E Wilson St.""",Madison,WI,53703,43.0834989,-89.36551379999999,3.5,3,0,Restaurants;Local Flavor;Italian;Vegetarian;Sandwiches
152393,j2TKvVKLMgfJKe_UPtGOVg,"""That BBQ Joint""",Williamson - Marquette,"""1511 Williamson St""",Madison,WI,53703,43.087384,-89.358648,4.0,58,0,Restaurants;Barbeque
152441,dSDl5LGJCU8R3X8lYDU7tA,"""JJ Fish & Chicken""",Starkweather - Yahar,"""2835 E Washington Ave""",Madison,WI,53704,43.102948100000006,-89.34464129999999,3.0,5,0,Chicken Wings;Seafood;Restaurants
154038,t-NF_3LecjuOlwiK-Gx2KQ,"""Potbelly Sandwich Shop""",,"""4833 Annamark Dr""",Madison,WI,53704,43.1336297,-89.2995085,2.5,15,0,Restaurants;Delis;Sandwiches;Fast Food
